date,entry_time,direction,entry_price,stop_loss,time_bucket,exit_time,exit_price,pnl_points
2021-06-03,2021-06-03 13:25:00,BEARISH,15621.35,15641.35,13:00,2021-06-03 13:25:00,15616.9,4.450000000000728
2021-06-04,2021-06-04 12:10:00,BEARISH,15661.0,15681.0,12:00,2021-06-04 12:10:00,15660.55,0.4500000000007276
2021-06-09,2021-06-09 13:12:00,BEARISH,15715.15,15735.15,13:00,2021-06-09 13:12:00,15705.5,9.649999999999636
2021-06-10,2021-06-10 11:01:00,BULLISH,15718.35,15698.35,11:00,2021-06-10 11:01:00,15716.1,-2.25
2021-06-14,2021-06-14 13:23:00,BULLISH,15765.95,15745.95,13:00,2021-06-14 13:23:00,15781.45,15.5
2021-06-16,2021-06-16 13:09:00,BEARISH,15774.9,15794.9,13:00,2021-06-16 13:09:00,15777.8,-2.899999999999636
2021-06-22,2021-06-22 12:21:00,BEARISH,15850.25,15870.25,12:00,2021-06-22 12:21:00,15853.55,-3.2999999999992724
2021-06-29,2021-06-29 12:15:00,BEARISH,15744.25,15764.25,12:00,2021-06-29 12:15:00,15748.75,-4.5
2021-07-05,2021-07-05 12:04:00,BULLISH,15829.15,15809.15,12:00,2021-07-05 12:04:00,15829.35,0.2000000000007276
2021-07-07,2021-07-07 13:01:00,BEARISH,15816.75,15836.75,13:00,2021-07-07 13:01:00,15820.7,-3.9500000000007276
2021-07-12,2021-07-12 11:01:00,BULLISH,15784.2,15764.2,11:00,2021-07-12 11:01:00,15781.7,-2.5
2021-07-20,2021-07-20 12:06:00,BEARISH,15585.45,15605.45,12:00,2021-07-20 12:06:00,15581.3,4.150000000001455
2021-07-23,2021-07-23 13:12:00,BULLISH,15885.2,15865.2,13:00,2021-07-23 13:12:00,15880.75,-4.450000000000728
2021-07-26,2021-07-26 13:14:00,BEARISH,15851.1,15871.1,13:00,2021-07-26 13:14:00,15851.25,-0.1499999999996362
2021-07-28,2021-07-28 13:20:00,BULLISH,15674.15,15654.15,13:00,2021-07-28 13:20:00,15674.85,0.7000000000007276
2021-08-05,2021-08-05 12:13:00,BULLISH,16278.3,16258.3,12:00,2021-08-05 12:13:00,16276.3,-2.0
2021-08-09,2021-08-09 13:11:00,BEARISH,16225.4,16245.4,13:00,2021-08-09 13:11:00,16226.55,-1.1499999999996362
2021-08-12,2021-08-12 12:30:00,BULLISH,16353.6,16333.6,12:00,2021-08-12 13:00:00,16354.25,0.6499999999996362
2021-08-16,2021-08-16 11:05:00,BULLISH,16547.1,16527.1,11:00,2021-08-16 11:05:00,16557.85,10.75
2021-08-17,2021-08-17 12:05:00,BEARISH,16509.05,16529.05,12:00,2021-08-17 12:07:00,16518.25,-9.200000000000728
2021-08-18,2021-08-18 13:01:00,BEARISH,16581.95,16601.95,13:00,2021-08-18 13:01:00,16584.4,-2.4500000000007276
2021-08-23,2021-08-23 13:22:00,BULLISH,16511.7,16491.7,13:00,2021-08-23 13:22:00,16507.45,-4.25
2021-08-25,2021-08-25 11:24:00,BULLISH,16691.6,16671.6,11:00,2021-08-25 11:25:00,16696.95,5.350000000002183
2021-09-01,2021-09-01 11:06:00,BEARISH,17106.1,17126.1,11:00,2021-09-01 11:06:00,17103.55,2.5499999999992724
2021-09-06,2021-09-06 13:21:00,BEARISH,17372.3,17392.3,13:00,2021-09-06 13:21:00,17371.0,1.2999999999992724
2021-09-09,2021-09-09 12:07:00,BEARISH,17349.65,17369.65,12:00,2021-09-09 12:07:00,17349.45,0.2000000000007276
2021-09-16,2021-09-16 12:09:00,BULLISH,17575.35,17555.35,12:00,2021-09-16 12:09:00,17576.15,0.8000000000029104
2021-09-20,2021-09-20 11:08:00,BULLISH,17604.85,17584.85,11:00,2021-09-20 11:08:00,17602.6,-2.25
2021-09-21,2021-09-21 11:16:00,BEARISH,17333.3,17353.3,11:00,2021-09-21 11:16:00,17345.9,-12.600000000002183
2021-09-23,2021-09-23 12:09:00,BULLISH,17753.45,17733.45,12:00,2021-09-23 12:09:00,17754.65,1.2000000000007276
2021-09-24,2021-09-24 13:21:00,BULLISH,17860.25,17840.25,13:00,2021-09-24 13:21:00,17853.6,-6.650000000001455
2021-09-28,2021-09-28 12:20:00,BEARISH,17707.45,17727.45,12:00,2021-09-28 12:20:00,17709.15,-1.7000000000007276
2021-09-30,2021-09-30 13:19:00,BEARISH,17629.4,17649.4,13:00,2021-09-30 13:19:00,17621.2,8.200000000000728
2021-10-01,2021-10-01 12:21:00,BULLISH,17492.8,17472.8,12:00,2021-10-01 12:21:00,17488.3,-4.5
2021-10-04,2021-10-04 12:11:00,BEARISH,17687.3,17707.3,12:00,2021-10-04 12:11:00,17688.55,-1.25
2021-10-07,2021-10-07 11:30:00,BEARISH,17796.95,17816.95,11:00,2021-10-07 12:00:00,17841.35,-44.39999999999782
2021-10-18,2021-10-18 11:13:00,BEARISH,18495.1,18515.1,11:00,2021-10-18 11:13:00,18498.3,-3.2000000000007276
2021-10-19,2021-10-19 11:25:00,BULLISH,18565.5,18545.5,11:00,2021-10-19 11:25:00,18573.15,7.650000000001455
2021-10-22,2021-10-22 13:09:00,BEARISH,18106.85,18126.85,13:00,2021-10-22 13:09:00,18099.95,6.899999999997817
2021-10-25,2021-10-25 11:25:00,BULLISH,18174.15,18154.15,11:00,2021-10-25 11:25:00,18164.1,-10.05000000000291
2021-10-26,2021-10-26 11:11:00,BEARISH,18143.2,18163.2,11:00,2021-10-26 11:11:00,18145.35,-2.149999999997817
2021-10-28,2021-10-28 12:28:00,BEARISH,17991.1,18011.1,12:00,2021-10-28 12:28:00,17991.6,-0.5
2021-10-29,2021-10-29 13:06:00,BEARISH,17750.15,17770.15,13:00,2021-10-29 13:06:00,17740.7,9.450000000000728
2021-11-03,2021-11-03 12:01:00,BEARISH,17900.45,17920.45,12:00,2021-11-03 12:01:00,17903.15,-2.7000000000007276
2021-11-11,2021-11-11 13:29:00,BULLISH,17890.0,17870.0,13:00,2021-11-11 13:29:00,17889.2,-0.7999999999992724
2021-11-15,2021-11-15 11:28:00,BEARISH,18119.1,18139.1,11:00,2021-11-15 11:28:00,18114.9,4.19999999999709
2021-11-16,2021-11-16 13:10:00,BULLISH,18105.15,18085.15,13:00,2021-11-16 13:10:00,18107.1,1.9499999999970896
2021-11-17,2021-11-17 12:03:00,BEARISH,17951.05,17971.05,12:00,2021-11-17 12:03:00,17951.75,-0.7000000000007276
2021-11-22,2021-11-22 12:10:00,BEARISH,17432.95,17452.95,12:00,2021-11-22 12:10:00,17464.4,-31.450000000000728
2021-11-23,2021-11-23 11:29:00,BULLISH,17414.4,17394.4,11:00,2021-11-23 12:00:00,17454.85,40.44999999999709
2021-11-25,2021-11-25 13:03:00,BULLISH,17491.9,17471.9,13:00,2021-11-25 13:03:00,17493.95,2.0499999999992724
2021-11-29,2021-11-29 11:14:00,BULLISH,17096.5,17076.5,11:00,2021-11-29 11:14:00,17095.0,-1.5
2021-11-30,2021-11-30 12:26:00,BEARISH,17091.6,17111.6,12:00,2021-11-30 12:26:00,17093.8,-2.2000000000007276
2021-12-02,2021-12-02 11:21:00,BULLISH,17315.55,17295.55,11:00,2021-12-02 11:21:00,17314.25,-1.2999999999992724
2021-12-03,2021-12-03 13:14:00,BEARISH,17284.55,17304.55,13:00,2021-12-03 13:14:00,17289.55,-5.0
2021-12-13,2021-12-13 11:13:00,BEARISH,17570.9,17590.9,11:00,2021-12-13 11:13:00,17574.6,-3.6999999999970896
2021-12-15,2021-12-15 12:02:00,BEARISH,17239.85,17259.85,12:00,2021-12-15 12:02:00,17241.85,-2.0
2021-12-16,2021-12-16 11:12:00,BEARISH,17277.85,17297.85,11:00,2021-12-16 11:12:00,17276.45,1.3999999999978172
2021-12-17,2021-12-17 11:24:00,BEARISH,17034.5,17054.5,11:00,2021-12-17 11:24:00,17044.25,-9.75
2021-12-21,2021-12-21 12:30:00,BULLISH,16904.2,16884.2,12:00,2021-12-21 13:00:00,16924.15,19.950000000000728
2021-12-22,2021-12-22 12:14:00,BEARISH,16883.9,16903.9,12:00,2021-12-22 12:14:00,16878.6,5.30000000000291
2021-12-23,2021-12-23 13:19:00,BULLISH,17106.85,17086.85,13:00,2021-12-23 13:19:00,17104.5,-2.349999999998545
2021-12-24,2021-12-24 13:04:00,BULLISH,16965.65,16945.65,13:00,2021-12-24 13:04:00,16965.95,0.2999999999992724
2022-01-03,2022-01-03 12:01:00,BULLISH,17529.2,17509.2,12:00,2022-01-03 12:01:00,17526.8,-2.400000000001455
2022-01-05,2022-01-05 12:21:00,BULLISH,17874.85,17854.85,12:00,2022-01-05 12:21:00,17872.7,-2.149999999997817
2022-01-06,2022-01-06 12:06:00,BEARISH,17667.15,17687.15,12:00,2022-01-06 12:06:00,17680.0,-12.849999999998545
2022-01-14,2022-01-14 11:16:00,BEARISH,18173.45,18193.45,11:00,2022-01-14 11:16:00,18174.1,-0.6499999999978172
2022-01-18,2022-01-18 11:28:00,BULLISH,18248.85,18228.85,11:00,2022-01-18 11:28:00,18250.8,1.9500000000007276
2022-01-21,2022-01-21 13:11:00,BULLISH,17693.0,17673.0,13:00,2022-01-21 13:11:00,17697.25,4.25
2022-01-24,2022-01-24 12:24:00,BEARISH,17214.7,17234.7,12:00,2022-01-24 12:24:00,17235.05,-20.349999999998545
2022-01-25,2022-01-25 11:15:00,BULLISH,17077.35,17057.35,11:00,2022-01-25 11:15:00,17072.95,-4.399999999997817
2022-01-28,2022-01-28 12:19:00,BULLISH,17369.6,17349.6,12:00,2022-01-28 12:19:00,17363.4,-6.19999999999709
2022-01-31,2022-01-31 12:01:00,BULLISH,17356.45,17336.45,12:00,2022-01-31 12:01:00,17367.85,11.399999999997817
2022-02-01,2022-02-01 11:04:00,BULLISH,17582.9,17562.9,11:00,2022-02-01 11:04:00,17583.55,0.6499999999978172
2022-02-03,2022-02-03 11:16:00,BEARISH,17699.9,17719.9,11:00,2022-02-03 11:16:00,17695.35,4.55000000000291
2022-02-04,2022-02-04 12:12:00,BEARISH,17507.65,17527.65,12:00,2022-02-04 12:12:00,17507.75,-0.09999999999854481
2022-02-07,2022-02-07 11:10:00,BEARISH,17348.6,17368.6,11:00,2022-02-07 11:10:00,17336.75,11.849999999998545
2022-02-11,2022-02-11 13:14:00,BULLISH,17404.15,17384.15,13:00,2022-02-11 13:14:00,17407.85,3.6999999999970896
2022-02-14,2022-02-14 13:06:00,BULLISH,17004.0,16984.0,13:00,2022-02-14 13:06:00,17011.8,7.799999999999272
2022-02-15,2022-02-15 11:04:00,BULLISH,16935.2,16915.2,11:00,2022-02-15 11:04:00,16939.0,3.7999999999992724
2022-02-16,2022-02-16 13:22:00,BULLISH,17415.2,17395.2,13:00,2022-02-16 13:22:00,17412.5,-2.7000000000007276
2022-02-18,2022-02-18 13:12:00,BULLISH,17373.3,17353.3,13:00,2022-02-18 13:12:00,17367.5,-5.799999999999272
2022-02-21,2022-02-21 12:11:00,BULLISH,17313.1,17293.1,12:00,2022-02-21 12:11:00,17310.25,-2.849999999998545
2022-02-22,2022-02-22 11:01:00,BULLISH,16986.45,16966.45,11:00,2022-02-22 11:01:00,16986.5,0.049999999999272404
2022-02-24,2022-02-24 11:02:00,BEARISH,16569.95,16589.95,11:00,2022-02-24 11:02:00,16577.55,-7.599999999998545
2022-02-28,2022-02-28 11:01:00,BULLISH,16597.9,16577.9,11:00,2022-02-28 11:01:00,16605.05,7.149999999997817
2022-03-03,2022-03-03 12:21:00,BEARISH,16594.75,16614.75,12:00,2022-03-03 12:22:00,16581.3,13.450000000000728
2022-03-04,2022-03-04 12:08:00,BULLISH,16249.15,16229.15,12:00,2022-03-04 12:08:00,16249.2,0.050000000001091394
2022-03-10,2022-03-10 12:26:00,BULLISH,16701.05,16681.05,12:00,2022-03-10 12:26:00,16712.6,11.549999999999272
2022-03-11,2022-03-11 11:10:00,BULLISH,16624.85,16604.85,11:00,2022-03-11 11:10:00,16622.2,-2.649999999997817
2022-03-15,2022-03-15 13:01:00,BEARISH,16739.9,16759.9,13:00,2022-03-15 13:01:00,16730.3,9.600000000002183
2022-03-16,2022-03-16 13:01:00,BEARISH,16889.35,16909.35,13:00,2022-03-16 13:01:00,16891.75,-2.400000000001455
2022-03-22,2022-03-22 13:11:00,BULLISH,17205.5,17185.5,13:00,2022-03-22 13:11:00,17215.85,10.349999999998545
2022-03-24,2022-03-24 11:10:00,BULLISH,17274.4,17254.4,11:00,2022-03-24 11:10:00,17269.6,-4.80000000000291
2022-03-28,2022-03-28 12:16:00,BULLISH,17086.75,17066.75,12:00,2022-03-28 12:16:00,17081.6,-5.150000000001455
2022-04-01,2022-04-01 11:06:00,BULLISH,17534.7,17514.7,11:00,2022-04-01 11:06:00,17531.9,-2.7999999999992724
2022-04-06,2022-04-06 13:25:00,BEARISH,17815.35,17835.35,13:00,2022-04-06 13:25:00,17810.6,4.75
2022-04-07,2022-04-07 11:15:00,BEARISH,17693.4,17713.4,11:00,2022-04-07 11:15:00,17689.65,3.75
2022-04-08,2022-04-08 11:13:00,BEARISH,17645.4,17665.4,11:00,2022-04-08 11:13:00,17638.65,6.75
2022-04-11,2022-04-11 12:01:00,BULLISH,17723.2,17703.2,12:00,2022-04-11 12:01:00,17726.6,3.399999999997817
2022-04-18,2022-04-18 12:01:00,BEARISH,17146.1,17166.1,12:00,2022-04-18 12:01:00,17149.65,-3.5500000000029104
2022-04-20,2022-04-20 11:03:00,BULLISH,17097.7,17077.7,11:00,2022-04-20 11:04:00,17101.0,3.2999999999992724
2022-04-21,2022-04-21 12:03:00,BULLISH,17342.75,17322.75,12:00,2022-04-21 12:03:00,17345.25,2.5
2022-04-22,2022-04-22 11:21:00,BULLISH,17310.2,17290.2,11:00,2022-04-22 11:22:00,17306.45,-3.75
2022-04-28,2022-04-28 13:02:00,BULLISH,17232.85,17212.85,13:00,2022-04-28 13:02:00,17233.4,0.5500000000029104
2022-05-04,2022-05-04 12:10:00,BEARISH,16906.35,16926.35,12:00,2022-05-04 12:11:00,16908.15,-1.8000000000029104
2022-05-05,2022-05-05 13:09:00,BEARISH,16850.1,16870.1,13:00,2022-05-05 13:10:00,16835.5,14.599999999998545
2022-05-12,2022-05-12 12:18:00,BEARISH,15859.2,15879.2,12:00,2022-05-12 12:18:00,15860.05,-0.8499999999985448
2022-05-13,2022-05-13 13:14:00,BULLISH,16070.0,16050.0,13:00,2022-05-13 13:14:00,16076.35,6.350000000000364
2022-05-16,2022-05-16 12:05:00,BEARISH,15816.25,15836.25,12:00,2022-05-16 12:06:00,15831.65,-15.399999999999636
2022-05-17,2022-05-17 11:26:00,BULLISH,16119.2,16099.2,11:00,2022-05-17 11:26:00,16123.75,4.549999999999272
2022-05-18,2022-05-18 12:21:00,BEARISH,16283.25,16303.25,12:00,2022-05-18 12:21:00,16288.6,-5.350000000000364
2022-05-20,2022-05-20 11:01:00,BULLISH,16175.8,16155.8,11:00,2022-05-20 11:01:00,16183.7,7.900000000001455
2022-05-24,2022-05-24 13:01:00,BULLISH,16251.4,16231.4,13:00,2022-05-24 13:01:00,16247.95,-3.4499999999989086
2022-05-25,2022-05-25 13:01:00,BEARISH,16043.75,16063.75,13:00,2022-05-25 13:01:00,16044.15,-0.3999999999996362
2022-05-26,2022-05-26 13:03:00,BULLISH,16047.0,16027.0,13:00,2022-05-26 13:03:00,16054.85,7.850000000000364
2022-05-27,2022-05-27 13:18:00,BULLISH,16320.1,16300.1,13:00,2022-05-27 13:19:00,16340.7,20.600000000000364
2022-05-30,2022-05-30 11:13:00,BULLISH,16682.85,16662.85,11:00,2022-05-30 11:13:00,16683.05,0.2000000000007276
2022-05-31,2022-05-31 13:13:00,BEARISH,16604.4,16624.4,13:00,2022-05-31 13:13:00,16602.95,1.4500000000007276
2022-06-02,2022-06-02 12:29:00,BULLISH,16576.15,16556.15,12:00,2022-06-02 12:29:00,16575.4,-0.75
2022-06-08,2022-06-08 13:16:00,BEARISH,16398.5,16418.5,13:00,2022-06-08 13:16:00,16394.65,3.849999999998545
2022-06-09,2022-06-09 12:14:00,BULLISH,16369.2,16349.2,12:00,2022-06-09 12:14:00,16368.9,-0.3000000000010914
2022-06-10,2022-06-10 11:30:00,BEARISH,16247.7,16267.7,11:00,2022-06-10 12:00:00,16249.55,-1.8499999999985448
2022-06-15,2022-06-15 12:25:00,BULLISH,15751.4,15731.4,12:00,2022-06-15 12:25:00,15755.55,4.149999999999636
2022-06-16,2022-06-16 11:08:00,BEARISH,15700.1,15720.1,11:00,2022-06-16 11:08:00,15695.9,4.200000000000728
2022-06-17,2022-06-17 11:23:00,BEARISH,15273.15,15293.15,11:00,2022-06-17 11:23:00,15270.8,2.350000000000364
2022-06-22,2022-06-22 11:08:00,BEARISH,15487.2,15507.2,11:00,2022-06-22 11:08:00,15482.35,4.850000000000364
2022-06-23,2022-06-23 12:22:00,BEARISH,15482.95,15502.95,12:00,2022-06-23 12:22:00,15474.55,8.400000000001455
2022-06-24,2022-06-24 11:29:00,BEARISH,15667.55,15687.55,11:00,2022-06-24 11:29:00,15667.75,-0.2000000000007276
2022-06-29,2022-06-29 12:01:00,BULLISH,15817.1,15797.1,12:00,2022-06-29 12:01:00,15813.9,-3.2000000000007276
2022-06-30,2022-06-30 11:15:00,BEARISH,15774.85,15794.85,11:00,2022-06-30 11:15:00,15777.0,-2.149999999999636
2022-07-04,2022-07-04 11:26:00,BULLISH,15735.7,15715.7,11:00,2022-07-04 11:26:00,15740.85,5.149999999999636
2022-07-05,2022-07-05 11:25:00,BULLISH,16010.9,15990.9,11:00,2022-07-05 11:25:00,16010.9,0.0
2022-07-06,2022-07-06 11:10:00,BEARISH,15889.4,15909.4,11:00,2022-07-06 11:10:00,15892.8,-3.399999999999636
2022-07-13,2022-07-13 13:12:00,BEARISH,15993.9,16013.9,13:00,2022-07-13 13:12:00,15991.55,2.350000000000364
2022-07-19,2022-07-19 12:14:00,BULLISH,16306.4,16286.4,12:00,2022-07-19 12:14:00,16304.65,-1.75
2022-07-21,2022-07-21 11:05:00,BEARISH,16557.95,16577.95,11:00,2022-07-21 11:05:00,16552.6,5.350000000002183
2022-07-26,2022-07-26 11:04:00,BULLISH,16520.85,16500.85,11:00,2022-07-26 11:05:00,16518.7,-2.149999999997817
2022-07-28,2022-07-28 13:24:00,BULLISH,16916.25,16896.25,13:00,2022-07-28 13:24:00,16921.0,4.75
2022-07-29,2022-07-29 11:13:00,BULLISH,17102.0,17082.0,11:00,2022-07-29 11:13:00,17101.25,-0.75
2022-08-01,2022-08-01 13:28:00,BULLISH,17294.75,17274.75,13:00,2022-08-01 13:28:00,17294.2,-0.5499999999992724
2022-08-03,2022-08-03 11:19:00,BEARISH,17228.4,17248.4,11:00,2022-08-03 11:19:00,17232.75,-4.349999999998545
2022-08-04,2022-08-04 11:15:00,BEARISH,17396.2,17416.2,11:00,2022-08-04 11:17:00,17360.55,35.650000000001455
2022-08-05,2022-08-05 13:01:00,BEARISH,17395.55,17415.55,13:00,2022-08-05 13:01:00,17403.3,-7.75
2022-08-08,2022-08-08 11:06:00,BULLISH,17468.5,17448.5,11:00,2022-08-08 11:06:00,17468.0,-0.5
2022-08-16,2022-08-16 11:01:00,BULLISH,17834.9,17814.9,11:00,2022-08-16 11:01:00,17835.5,0.5999999999985448
2022-08-19,2022-08-19 11:08:00,BEARISH,17885.1,17905.1,11:00,2022-08-19 11:08:00,17881.15,3.9499999999970896
2022-08-22,2022-08-22 11:04:00,BEARISH,17554.5,17574.5,11:00,2022-08-22 11:04:00,17571.75,-17.25
2022-08-26,2022-08-26 12:20:00,BEARISH,17601.2,17621.2,12:00,2022-08-26 12:21:00,17604.3,-3.099999999998545
2022-08-29,2022-08-29 11:21:00,BULLISH,17316.65,17296.65,11:00,2022-08-29 11:22:00,17326.0,9.349999999998545
2022-09-05,2022-09-05 12:11:00,BULLISH,17657.2,17637.2,12:00,2022-09-05 12:11:00,17659.1,1.8999999999978172
2022-09-06,2022-09-06 12:02:00,BULLISH,17694.5,17674.5,12:00,2022-09-06 12:02:00,17687.65,-6.849999999998545
2022-09-07,2022-09-07 11:20:00,BULLISH,17550.1,17530.1,11:00,2022-09-07 11:20:00,17546.8,-3.2999999999992724
